neighborhood,current_price,baseline_cagr,recovery_cagr,peak_price_2022,distance_from_peak,median_nightly_rate,median_monthly_str_income,median_bedrooms,occupancy_rate,listing_count,monthly_mortgage,monthly_property_tax,monthly_insurance,monthly_maintenance,monthly_base_costs,str_utilities,str_cleaning,str_supplies,str_platform_fees,str_additional_costs,str_total_costs,str_monthly_cash_flow,str_annual_cash_flow,str_cash_on_cash_return,estimated_ltr_rent,ltr_effective_rent,ltr_monthly_cash_flow,ltr_annual_cash_flow,ltr_cash_on_cash_return,str_total_invested,str_cumulative_cash_flow,str_appreciation_gain,str_principal_paydown,str_total_return,str_roi_pct,str_annualized_roi,ltr_total_invested,ltr_cumulative_cash_flow,ltr_appreciation_gain,ltr_principal_paydown,ltr_total_return,ltr_roi_pct,ltr_annualized_roi,metro,metro_display,state,has_str_data
Post Oak Crossing,416582.95587561146,6.976240601199146,-1.5436948313589771,448078.8487851196,-7.029096105496446,0.0,0.0,0.0,0.0,0,2217.2294399453085,798.4506654282553,173.5762316148381,347.1524632296762,3536.408800218078,200,300,75,0.0,575.0,4111.408800218078,-4111.408800218078,-49336.905602616935,-59.21618360371488,2832.7640999541577,2606.142971957825,-930.2658282602529,-11163.189939123034,-13.398519768600755,(95814.07985139065+0j),(-246684.52801308467+0j),(78186.91598374845+0j),(19557.437146651733+0j),(-148940.17488268449+0j),(-155.44706489243893+0j),(-28.099260537725634+52.23894501437562j),95814.07985139065,-60463.43750883712,78186.91598374845,19557.437146651733,37280.91562156306,38.90964217303598,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
Mason Park,274823.8152455409,-1.37146456559194,,,,0.0,0.0,0.0,0.0,0,1462.7277601401681,526.7456458872867,114.50992301897539,229.01984603795077,2333.003175084381,200,300,75,0.0,575.0,2908.003175084381,-2908.003175084381,-34896.03810101257,-63.48801698614576,2198.5905219643273,2022.7032802071813,-310.2998948771997,-3723.598738526396,-6.7745197686007534,(63209.47750647442+0j),(-174480.19050506287+0j),(51580.66658721474+0j),(12902.230917658046+0j),(-109997.29300019008+0j),(-174.02025351170366+0j),(-23.822317161396565+55.34632626714953j),63209.47750647442,-20168.21185186806,51580.66658721474,12902.230917658046,44314.68565300472,70.10766011863593,11.210239017634095,fort_worth,"Fort Worth Metro, TX",TX,True
Pelican Bay,197295.30029240568,2.636528623063805,-2.7377656949886697,224876.37645116387,-12.264994924777229,0.0,0.0,0.0,0.0,0,1050.0884445733086,378.1493255604442,82.2063751218357,164.4127502436714,1674.8568954992597,200,300,75,0.0,575.0,2249.8568954992597,-2249.8568954992597,-26998.282745991117,-68.42099813319865,1578.3624023392454,1452.093410152106,-222.76348534715385,-2673.161824165846,-6.774519768600746,(45377.91906725331+0j),(-134991.4137299556+0j),(37029.62603337233+0j),(9262.477929967543+0j),(-88699.30976661571+0j),(-195.467997629325+0j),(-19.845260443825797+58.2358271087541j),45377.91906725331,-14478.706694760227,37029.62603337233,9262.477929967543,31813.397268579647,70.10766011863595,11.210239017634095,fort_worth,"Fort Worth Metro, TX",TX,True
Basswood Park,321755.95044638525,7.468232820426901,-2.8806043956142946,365265.0794978955,-11.91165854434243,0.0,0.0,0.0,0.0,0,1712.5202933658359,616.6989050222384,134.06497935266052,268.12995870532103,2731.4141364460556,200,300,75,0.0,575.0,3306.4141364460556,-3306.4141364460556,-39676.96963735267,-61.65693219085331,2187.9404630354197,2012.9052259925863,-718.5089104534693,-8622.106925441632,-13.39851976860075,(74003.8686026686+0j),(-198384.84818676335+0j),(60389.18565918086+0j),(15105.56706332296+0j),(-122890.09546425953+0j),(-166.05901527130175+0j),(-25.536394001051043+54.10097654687153j),74003.8686026686,-46700.11225500175,60389.18565918086,15105.56706332296,28794.640467502068,38.90964217303597,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
Byers McCart,389394.9724570321,9.70762459305925,0.227441966321984,387681.20926280954,0.4420547484056181,0.0,0.0,0.0,0.0,0,2072.52357428714,746.3403638759783,162.24790519043006,324.4958103808601,3305.607653734409,200,300,75,0.0,575.0,3880.607653734409,-3880.607653734409,-46567.291844812906,-59.794418442255804,2647.8858127078183,2436.054947691193,-869.552706043216,-10434.632472518591,-13.398519768600767,(89560.84366511738+0j),(-232836.45922406454+0j),(73084.10381792684+0j),(18281.03524553351+0j),(-141471.3201606042+0j),(-157.96112940783428+0j),(-27.458753745899934+52.70430043811327j),89560.84366511738,-56517.33526621103,73084.10381792684,18281.03524553351,34847.80379724932,38.909642173035955,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
The Trails,255609.01349835456,-0.2821223623821978,,,,0.0,0.0,0.0,0.0,0,1360.458515765957,489.91727587184624,106.50375562431441,213.00751124862882,2169.887058510746,200,300,75,0.0,575.0,2744.887058510746,-2744.887058510746,-32938.64470212895,-64.43169638527043,2044.8721079868365,1881.2823393478895,-288.60471916285655,-3463.2566299542787,-6.774519768600751,(58790.07310462155+0j),(-164693.22351064475+0j),(47974.31143354825+0j),(12000.148218028393+0j),(-104718.7638590681+0j),(-178.12320742094136+0j),(-22.995933985210414+55.946728789076914j),58790.07310462155,-18758.11501589093,47974.31143354825,12000.148218028393,41216.34463568572,70.107660118636,11.210239017634095,fort_worth,"Fort Worth Metro, TX",TX,True
Elk Ridge,303079.1847098555,7.251460531816223,-1.5217658701867531,325144.46928985807,-6.786301679433448,0.0,0.0,0.0,0.0,0,1613.1147025947132,580.9017706938897,126.28299362910644,252.56598725821289,2572.865454175922,200,300,75,0.0,575.0,3147.865454175922,-3147.865454175922,-37774.38545011106,-62.31768355565779,2060.9384560270173,1896.063379544856,-676.802074631066,-8121.624895572792,-13.398519768600748,(69708.21248326676+0j),(-188871.9272505553+0j),(56883.81249665946+0j),(14228.743691547803+0j),(-117759.37106234804+0j),(-168.93184729219072+0j),(-24.89970757989919+54.56355630884189j),69708.21248326676,-43989.34014574856,56883.81249665946,14228.743691547803,27123.216042458705,38.909642173036,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
Saginaw Springs,365654.10199586645,0.8946885683826622,-3.026225601185828,412328.46922459366,-11.319705213782816,0.0,0.0,0.0,0.0,0,1946.1646914428256,700.8370288254106,152.35587583161103,304.71175166322206,3104.0693477630693,200,300,75,0.0,575.0,3679.0693477630693,-3679.0693477630693,-44148.83217315683,-60.36966621210763,2486.4478935718917,2287.5320620861403,-816.5372856769291,-9798.447428123149,-13.398519768600758,(84100.44345904927+0j),(-220744.16086578416+0j),(68628.2675482296+0j),(17166.46592554025+0j),(-134949.4273920143+0j),(-160.46220666805965+0j),(-26.843243322986645+53.15149493679034j),84100.44345904927,-53071.551857917395,68628.2675482296,17166.46592554025,32723.18161585246,38.90964217303591,6.793907805471533,fort_worth,"Fort Worth Metro, TX",TX,True
Forest Ridge,318852.8056702552,4.687902280292522,-0.4122767916782566,330784.2118389153,-3.607005939712271,0.0,0.0,0.0,0.0,0,1697.0685376584302,611.1345442013225,132.85533569593966,265.7106713918793,2706.7690889475716,200,300,75,0.0,575.0,3281.7690889475716,-3281.7690889475716,-39381.22906737086,-61.75455941902131,2168.1990785577354,1994.7431522731167,-712.0259366744549,-8544.311240093459,-13.398519768600755,(73336.1453041587+0j),(-196906.14533685433+0j),(59844.305141391+0j),(14969.272309334658+0j),(-122092.56788612867+0j),(-166.4834814807278+0j),(-25.440944928924836+54.17032435702986j),73336.1453041587,-46278.745729379785,59844.305141391,14969.272309334658,28534.831721345872,38.90964217303598,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
Old Cobweb Park,246202.9237317072,5.326446452062639,-0.5408624575149346,255378.68108284913,-3.593000524646439,0.0,0.0,0.0,0.0,0,1310.395355832918,471.8889371524388,102.58455155487802,205.16910310975604,2090.037947649991,200,300,75,0.0,575.0,2665.037947649991,-2665.037947649991,-31980.455371799893,-64.94735092311434,1969.6233898536577,1812.0535186653651,-277.984428984626,-3335.813147815512,-6.7745197686007605,(56626.67245829266+0j),(-159902.27685899945+0j),(46208.917194663314+0j),(11558.557877347484+0j),(-102134.80178698865+0j),(-180.36518367243664+0j),(-22.558949982287334+56.26421625125856j),56626.67245829266,-18067.840008457773,46208.917194663314,11558.557877347484,39699.635063553025,70.1076601186359,11.210239017634072,fort_worth,"Fort Worth Metro, TX",TX,True
Linwood,511122.783505433,1.7543150012726993,-0.598923230082149,535689.2423380158,-4.585953364559369,109.0,1963.3333333333335,2.0,54.285714285714285,31,2720.410105672749,979.6520017187466,212.96782646059708,425.93565292119416,4338.965586773287,200,300,75,58.900000000000006,633.9,4972.865586773287,-3009.5322534399534,-36114.38704127944,-35.32848486384834,2964.512144331511,2727.3511727849905,-1611.6144139882967,-19339.372967859563,-18.91851976860076,(117558.2402062496+0j),(-180571.9352063972+0j),(95930.74696808192+0j),(23995.82501309534+0j),(-60645.363225219946+0j),(-51.58750515388877+0j),(-13.504902462288959+0j),117558.2402062496,-104748.28210207191,95930.74696808192,23995.82501309534,15178.289879105345,12.91129388503592,2.4583781112196057,fort_worth,"Fort Worth Metro, TX",TX,True
Ember Creek,333586.7290726257,5.285742925377179,-1.1456759167289277,351994.60751516157,-5.2295910362044395,0.0,0.0,0.0,0.0,0,1775.488665685438,639.3745640558659,138.99447044692738,277.98894089385476,2831.846641082086,200,300,75,0.0,575.0,3406.846641082086,-3406.846641082086,-40882.159692985035,-61.2766578074581,2268.389757693855,2086.9185770783465,-744.9280640037396,-8939.136768044875,-13.39851976860075,(76724.9476867039+0j),(-204410.79846492517+0j),(62609.66079246596+0j),(15660.989953566546+0j),(-126140.14771889267+0j),(-164.40564838697463+0j),(-25.9129272166712+53.82740915251687j),76724.9476867039,-48417.24814368695,62609.66079246596,15660.989953566546,29853.40260234556,38.909642173036005,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
Anderson,242051.97888041692,-2.8315410328639934,,,,0.0,0.0,0.0,0.0,0,1288.3022840976012,463.9329595207991,100.85499120017373,201.70998240034746,2054.8002172189217,200,300,75,0.0,575.0,2629.8002172189217,-2629.8002172189217,-31557.60260662706,-65.18765670207088,1936.4158310433354,1781.5025645598687,-273.297652659053,-3279.5718319086363,-6.7745197686007605,(55671.95514249589+0j),(-157788.0130331353+0j),(45429.84169058074+0j),(11363.682302427012+0j),(-100994.48904012755+0j),(-181.40999140703028+0j),(-22.358630651543855+56.409756764225264j),55671.95514249589,-17763.218900307278,45429.84169058074,11363.682302427012,39030.30509270047,70.10766011863593,11.210239017634095,fort_worth,"Fort Worth Metro, TX",TX,True
Westridge Area,597821.3284752836,5.097527394937873,1.3045241814331643,588874.9702049388,1.5192288215665428,0.0,0.0,0.0,0.0,0,3181.856172047518,1145.8242129109601,249.09222019803482,498.18444039606965,5074.957045552583,200,300,75,0.0,575.0,5649.957045552583,-5649.957045552583,-67799.48454663099,-56.705474794242065,3467.3637051566443,3189.974608744113,-1884.9824368084696,-22619.789241701634,-18.918519768600753,(137498.9055493152+0j),(-338997.42273315496+0j),(112202.87657843262+0j),(28066.08597802138+0j),(-198728.46017670096+0j),(-144.53093963386146+0j),(-31.183906320757792+49.99781866917037j),137498.9055493152,-122516.07477227387,112202.87657843262,28066.08597802138,17752.88778418013,12.911293885035976,2.4583781112196057,fort_worth,"Fort Worth Metro, TX",TX,True
Beechwood Creek,366132.6577178724,6.597887421229842,-3.240271199137601,421355.3493698866,-13.105966670316793,0.0,0.0,0.0,0.0,0,1948.7117659702885,701.7542606259221,152.5552740491135,305.110548098227,3108.131848743551,200,300,75,0.0,575.0,3683.131848743551,-3683.131848743551,-44197.58218492261,-60.35733395159132,2489.7020724815325,2290.52590668301,-817.6059420605411,-9811.271304726493,-13.398519768600753,(84210.51127511065+0j),(-220987.91092461307+0j),(68718.08590373909+0j),(17188.932815561304+0j),(-135080.89220531267+0j),(-160.4085881440757+0j),(-26.85622316509181+53.14206452949415j),84210.51127511065,-53141.01011007075,68718.08590373909,17188.932815561304,32766.008609229648,38.909642173035955,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
Forest Ridge,250670.8151466381,8.623991375372464,-0.5367321032245576,256196.74484644504,-2.1569086301697404,0.0,0.0,0.0,0.0,0,1334.1753502852634,480.45239569772303,104.44617297776587,208.89234595553174,2127.966264916284,200,300,75,0.0,575.0,2702.966264916284,-2702.966264916284,-32435.595178995412,-64.69758986506096,2005.366521173105,1844.9371994792566,-283.0290654370276,-3396.3487852443313,-6.774519768600755,(57654.28748372677+0j),(-162177.97589497705+0j),(47047.47922836311+0j),(11768.313231696811+0j),(-103362.18343491713+0j),(-179.27926602872623+0j),(-22.76937156826666+56.11133602023423j),57654.28748372677,-18395.72054714747,47047.47922836311,11768.313231696811,40420.07191291245,70.10766011863598,11.210239017634095,fort_worth,"Fort Worth Metro, TX",TX,True
Sterling Creek,328440.76014804444,4.979168058790195,-1.8846000250334893,359340.2979229132,-8.598962586015734,0.0,0.0,0.0,0.0,0,1748.0996579603307,629.5114569504185,136.85031672835186,273.7006334567037,2788.162065095805,200,300,75,0.0,575.0,3363.162065095805,-3363.162065095805,-40357.94478114966,-61.43869713819677,2233.397169006702,2054.725395486166,-733.436669609639,-8801.240035315668,-13.398519768600762,(75541.37483405022+0j),(-201789.72390574828+0j),(61643.83289603767+0j),(15419.40070373856+0j),(-124726.49030597205+0j),(-165.1101672162732+0j),(-25.751547450489664+53.944658415807325j),75541.37483405022,-47670.35495925546,61643.83289603767,15419.40070373856,29392.878640520765,38.90964217303594,6.793907805471533,fort_worth,"Fort Worth Metro, TX",TX,True
Whisperwood Estates,293125.4512711137,5.128948055211424,-2.1382812660621697,323141.0630546044,-9.288702432231165,0.0,0.0,0.0,0.0,0,1560.1367530495663,561.8237816029679,122.13560469629738,244.27120939259476,2488.367348741426,200,300,75,0.0,575.0,3063.367348741426,-3063.367348741426,-36760.40818489711,-62.704224463431466,1993.253068643573,1833.7928231520873,-654.5745255893389,-7854.894307072067,-13.398519768600753,(67418.85379235615+0j),(-183802.04092448554+0j),(55015.63304014824+0j),(13761.44296942983+0j),(-115024.96491490747+0j),(-170.61245993468495+0j),(-24.5370266812311+54.827059405819455j),67418.85379235615,-42544.64124181001,55015.63304014824,13761.44296942983,26232.434767768063,38.909642173035955,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
Bedford Heights,429729.24956828007,4.715031612270093,1.910958772696092,414618.61681834445,3.644465573179012,0.0,0.0,0.0,0.0,0,2287.199535914034,823.6477283392034,179.05385398678337,358.10770797356673,3648.008826213588,200,300,75,0.0,575.0,4223.008826213588,-4223.008826213588,-50676.10591456306,-58.9628306258812,2922.1588970643043,2688.38618529916,-959.6226409144278,-11515.471690973134,-13.398519768600753,(98837.72740070442+0j),(-253380.52957281529+0j),(80654.29527987423+0j),(20174.619892559713+0j),(-152551.61440038134+0j),(-154.34553020620555+0j),(-28.38724023168403+52.029715519512884j),98837.72740070442,-62371.509108859136,80654.29527987423,20174.619892559713,38457.40606357481,38.90964217303596,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
Glenann,336279.6484715022,4.318470673746644,0.7687863963313335,333609.3637688843,0.800422587798777,0.0,0.0,0.0,0.0,0,1789.82151364855,644.5359929037126,140.11652019645925,280.2330403929185,2854.7070671416404,200,300,75,0.0,575.0,3429.7070671416404,-3429.7070671416404,-41156.484805699685,-61.193838212881715,2286.701609606215,2103.765480837718,-750.9415863039226,-9011.299035647071,-13.398519768600755,(77344.3191484455+0j),(-205782.4240284984+0j),(63115.08488584589+0j),(15787.415197666676+0j),(-126879.92394498584+0j),(-164.0455631931643+0j),(-25.99595570980011+53.76708542122252j),77344.3191484455,-48808.10226168147,63115.08488584589,15787.415197666676,30094.397821831095,38.90964217303598,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
Reata Meadows,332392.90622673504,6.876678902075817,-3.4259080828780153,383933.55512150936,-13.42436684870184,0.0,0.0,0.0,0.0,0,1769.1346391400548,637.0864036012422,138.49704426113962,276.99408852227924,2821.712175524716,200,300,75,0.0,575.0,3396.712175524716,-3396.712175524716,-40760.54610629659,-61.313802645494206,2260.271762341798,2079.4500213544543,-742.2621541702615,-8907.145850043138,-13.398519768600762,(76450.36843214906+0j),(-203802.73053148296+0j),(62385.59659292386+0j),(15604.943216791959+0j),(-125812.19072176714+0j),(-164.56714768278388+0j),(-25.875809270208215+53.85437691917445j),76450.36843214906,-48243.97501279903,62385.59659292386,15604.943216791959,29746.56479691679,38.9096421730359,6.793907805471533,fort_worth,"Fort Worth Metro, TX",TX,True
Park Place East,290372.89220408694,7.631783903235512,-0.7853185053485645,300042.74395043805,-3.222824727915563,0.0,0.0,0.0,0.0,0,1545.4864777261985,556.5480433911666,120.98870508503622,241.97741017007243,2465.0006363724738,200,300,75,0.0,575.0,3040.0006363724738,-3040.0006363724738,-36480.00763646969,-62.81579413210155,1974.535666987791,1816.5728136287678,-648.427822743706,-7781.133872924472,-13.398519768600755,(66785.76520694+0j),(-182400.03818234842+0j),(54499.015397783194+0j),(13632.2178050621+0j),(-114268.80497950313+0j),(-171.09754545064183+0j),(-24.43362901087601+54.9021822106291j),66785.76520694,-42145.130938300994,54499.015397783194,13632.2178050621,25986.1022645443,38.909642173035955,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
Mountain Valley Lake,383501.1724590912,5.330296407036927,-1.8835244615306501,418096.7331606677,-8.27453504361203,0.0,0.0,0.0,0.0,0,2041.1542955294024,735.0439138799247,159.792155191288,319.584310382576,3255.5746749831915,200,300,75,0.0,575.0,3830.5746749831915,-3830.5746749831915,-45966.896099798294,-59.930580922411224,2607.80797272182,2399.1833349040744,-856.3913400791171,-10276.696080949405,-13.398519768600762,(88205.26966559097+0j),(-229834.48049899147+0j),(71977.9182700917+0j),(18004.337360061007+0j),(-139852.22486883876+0j),(-158.55314019111873+0j),(-27.31116927882027+52.811526829919664j),88205.26966559097,-55661.90082550985,71977.9182700917,18004.337360061007,34320.354804642855,38.909642173035934,6.793907805471533,fort_worth,"Fort Worth Metro, TX",TX,True
River Park,747894.1561996327,4.386136420222364,2.137765521278401,723629.2799812028,3.3532192366594327,0.0,0.0,0.0,0.0,0,3980.6067859963587,1433.4637993826293,311.6225650831803,623.2451301663606,6348.938280628528,200,300,75,0.0,575.0,6923.938280628528,-6923.938280628528,-83087.25936754234,-55.54747197768193,4113.417859097979,3784.344430370141,-2564.5938502583876,-30775.12620310065,-20.57451976860076,(172015.65592591552+0j),(-415436.2968377117+0j),(140369.49119199556+0j),(35111.59721232066+0j),(-239955.20843339548+0j),(-139.49614477925223+0j),(-32.815577903637816+48.812339872470204j),172015.65592591552,-166688.0103407012,140369.49119199556,35111.59721232066,8793.078063615016,5.111789398635935,1.0020726320341122,fort_worth,"Fort Worth Metro, TX",TX,True
Brookside,453543.76023267553,6.292441578535479,-0.8957577234328773,483538.2955754698,-6.2031354325508214,0.0,0.0,0.0,0.0,0,2413.950362845983,869.2922071126281,188.97656676361478,377.95313352722957,3850.1722702494553,200,300,75,0.0,575.0,4425.172270249455,-4425.172270249455,-53102.067242993464,-58.5412830018334,2630.553809349518,2420.1095046015566,-1430.0627656478987,-17160.753187774782,-18.91851976860075,(104315.06485351537+0j),(-265510.3362149673+0j),(85123.95280726271+0j),(21292.64641987701+0j),(-159093.73698782758+0j),(-152.512714449476+0j),(-28.876922845709473+51.67394027519857j),104315.06485351537,-92948.17463753647,85123.95280726271,21292.64641987701,13468.424589603252,12.911293885035985,2.4583781112196057,fort_worth,"Fort Worth Metro, TX",TX,True
Meadowview Estates,404469.580658267,4.315739042232614,0.308033707500055,406114.8816045158,-0.4051319025169309,0.0,0.0,0.0,0.0,0,2152.756969888181,775.2333629283452,168.5289919409446,337.0579838818892,3433.57730863936,200,300,75,0.0,575.0,4008.57730863936,-4008.57730863936,-48102.92770367232,-59.464209428785296,2750.3931484762156,2530.3616965981187,-903.2156120412415,-10838.587344494897,-13.398519768600755,(93028.00355140143+0j),(-240514.6385183616+0j),(75913.40134029067+0j),(18988.747114797006+0j),(-145612.49006327393+0j),(-156.52543804491904+0j),(-27.821736080056414+52.44057833543394j),93028.00355140143,-58705.28515251821,75913.40134029067,18988.747114797006,36196.863302569465,38.90964217303594,6.793907805471533,fort_worth,"Fort Worth Metro, TX",TX,True
Mayfair,385727.3050254236,4.717970819844974,0.7635404909691834,384079.0111209704,0.42915490217558805,0.0,0.0,0.0,0.0,0,2053.002707937247,739.3106679653952,160.71971042725983,321.43942085451965,3274.472507184422,200,300,75,0.0,575.0,3849.472507184422,-3849.472507184422,-46193.67008621306,-59.87866231451827,2622.9456741728804,2413.1100202390503,-861.3624869453715,-10336.349843344458,-13.398519768600748,(88717.28015584743+0j),(-230968.3504310653+0j),(72395.73286734684+0j),(18108.848231502343+0j),(-140463.76933221612+0j),(-158.32740711332326+0j),(-27.367301656597+52.77074427026681j),88717.28015584743,-55985.004844559066,72395.73286734684,18108.848231502343,34519.57625429012,38.90964217303601,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
Timberlake Estates,361678.7800816102,3.328821242276536,0.17593398993511755,368239.4327407061,-1.7816268644199051,0.0,0.0,0.0,0.0,0,1925.0063587332643,693.2176618230861,150.6994917006709,301.3989834013418,3070.322495658363,200,300,75,0.0,575.0,3645.322495658363,-3645.322495658363,-43743.869947900355,-60.47337078778836,2459.415704554949,2262.6624481905533,-807.6600474678098,-9691.920569613718,-13.398519768600753,(83186.11941877035+0j),(-218719.34973950178+0j),(67882.1540643858+0j),(16979.835370018962+0j),(-133857.360305097+0j),(-160.91309612754102+0j),(-26.734455847933035+53.23053366393111j),83186.11941877035,-52494.568030926835,67882.1540643858,16979.835370018962,32367.42140347793,38.90964217303596,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
Villages of Stonegate,976119.1192300506,4.176086107773669,7.084666390507555,825971.2081689356,18.178346845039826,0.0,0.0,0.0,0.0,0,5195.315884926869,1870.8949785242637,406.7162996791878,813.4325993583756,8286.359762488697,200,300,75,0.0,575.0,8861.359762488697,-8861.359762488697,-106336.31714986436,-54.46892446576652,5368.655155765278,4939.162743304057,-3347.1970191846403,-40166.36423021568,-20.57451976860076,(224507.39742291166+0j),(-531681.5857493219+0j),(183204.19135956932+0j),(45826.138714342844+0j),(-302651.2556754097+0j),(-134.80680777092437+0j),(-34.49258175087899+47.593925257820885j),224507.39742291166,-217553.98473329423,183204.19135956932,45826.138714342844,11476.345340617932,5.111789398635974,1.0020726320341344,fort_worth,"Fort Worth Metro, TX",TX,True
Durham Farms,408154.2009232612,-1.9590224394066214,,,,0.0,0.0,0.0,0.0,0,2172.368066336888,782.295551769584,170.06425038469214,340.1285007693843,3464.8563692605485,200,300,75,0.0,575.0,4039.8563692605485,-4039.8563692605485,-48478.27643112658,-59.387207483675,2775.448566278176,2553.412680975922,-911.4436882846267,-10937.32425941552,-13.398519768600755,(93875.46621235009+0j),(-242391.3821556329+0j),(76604.95410553901+0j),(19161.730018263217+0j),(-146624.69803183066+0j),(-156.19064697922212+0j),(-27.907439410568813+52.37831122102499j),93875.46621235009,-59240.07613230758,76604.95410553901,19161.730018263217,36526.60799149465,38.90964217303592,6.793907805471533,fort_worth,"Fort Worth Metro, TX",TX,True
Bowman Estates,300824.45872446086,6.078144711432687,-3.572740476634839,345006.7000987712,-12.806198071417596,0.0,0.0,0.0,0.0,0,1601.1141040024863,576.5802125552167,125.34352446852536,250.68704893705072,2553.724889963279,200,300,75,0.0,575.0,3128.724889963279,-3128.724889963279,-37544.69867955935,-62.40300213412549,2045.6063193263337,1881.957813780227,-671.767076183052,-8061.2049141966245,-13.398519768600762,(69189.62550662599+0j),(-187723.49339779673+0j),(56460.631306214724+0j),(14122.890436823072+0j),(-117139.97165475893+0j),(-169.30279763335466+0j),(-24.819051958567183+54.62215604786228j),69189.62550662599,-43662.08603754605,56460.631306214724,14122.890436823072,26921.43570549175,38.9096421730359,6.793907805471533,fort_worth,"Fort Worth Metro, TX",TX,True
Park View Hills,249429.1721634128,-2.1788135694692845,,,,0.0,0.0,0.0,0.0,0,1327.5668048863713,478.0725799798745,103.92882173475533,207.85764346951066,2117.425850070512,200,300,75,0.0,575.0,2692.425850070512,-2692.425850070512,-32309.110200846142,-64.76610157628018,1995.4333773073024,1835.7987071227183,-281.6271429477936,-3379.525715373523,-6.774519768600756,(57368.709597584944+0j),(-161545.5510042307+0j),(46814.439843909175+0j),(11710.021469490719+0j),(-103021.08969083082+0j),(-179.57714303402724+0j),(-22.711422669214652+56.15343835984661j),57368.709597584944,-18304.60137427775,46814.439843909175,11710.021469490719,40219.85993912214,70.10766011863596,11.210239017634095,fort_worth,"Fort Worth Metro, TX",TX,True
Blue Haze,253925.8495130023,5.259966148364259,-2.5371385774161648,279783.15936969843,-9.24191074078513,0.0,0.0,0.0,0.0,0,1351.500010171952,486.69121156658775,105.80243729708428,211.60487459416856,2155.5985336297927,200,300,75,0.0,575.0,2730.5985336297927,-2730.5985336297927,-32767.182403557512,-64.52116329708225,2031.4067961040184,1868.894252415697,-286.70428121409554,-3440.4513745691465,-6.774519768600749,(58402.945387990534+0j),(-163835.91201778757+0j),(47658.404603339586+0j),(11921.128245207277+0j),(-104256.37916924071+0j),(-178.51219399403627+0j),(-22.919403414705574+56.0023315032412j),58402.945387990534,-18634.59439666188,47658.404603339586,11921.128245207277,40944.938451884984,70.10766011863598,11.210239017634095,fort_worth,"Fort Worth Metro, TX",TX,True
The Trails of Marine Creek,329762.127510164,6.6328554625328495,-3.291558044885501,377221.5366810107,-12.581309537206975,0.0,0.0,0.0,0.0,0,1755.1325299848625,632.0440777278143,137.40088646256834,274.8017729251367,2799.379267100382,200,300,75,0.0,575.0,3374.379267100382,-3374.379267100382,-40492.55120520458,-61.39660656446443,2242.382467069115,2062.991869703586,-736.3873973967961,-8836.648768761554,-13.398519768600762,(75845.28932733771+0j),(-202462.7560260229+0j),(61891.83545463625+0j),(15481.435308774118+0j),(-125089.48526261252+0j),(-164.92716472178478+0j),(-25.79333187380295+53.914300255262035j),75845.28932733771,-47862.140081039426,61891.83545463625,15481.435308774118,29511.130682370946,38.90964217303598,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
Brookside,219814.95792859505,5.98805241066549,-0.8472627910950048,228771.33835342445,-3.9149923628076455,0.0,0.0,0.0,0.0,0,1169.9475199008104,421.3120026964738,91.58956580358127,183.17913160716253,1866.0282200080283,200,300,75,0.0,575.0,2441.0282200080283,-2441.0282200080283,-29292.33864009634,-66.62953903621903,1758.5196634287604,1617.8380903544596,-248.19012965356865,-2978.2815558428238,-6.7745197686007605,(50557.44032357686+0j),(-146461.6932004817+0j),(41256.257379541144+0j),(10319.714628137706+0j),(-94885.72119280286+0j),(-187.67904503376138+0j),(-21.198078615444395+57.252947174414736j),50557.44032357686,-16131.333580943388,41256.257379541144,10319.714628137706,35444.63842673546,70.10766011863593,11.210239017634095,fort_worth,"Fort Worth Metro, TX",TX,True
Oak Ridge Estates,366343.21701763873,8.323131787032011,0.756683908064737,364568.78856422054,0.48671979310308533,0.0,0.0,0.0,0.0,0,1949.83245099043,702.1578326171408,152.6430070906828,305.2860141813656,3109.919304879619,200,300,75,0.0,575.0,3684.919304879619,-3684.919304879619,-44219.03165855543,-60.351918098194744,2491.1338757199433,2291.843165662348,-818.0761392172712,-9816.913670607255,-13.39851976860075,(84258.93991405691+0j),(-221095.15829277717+0j),(68757.60500083183+0j),(17198.818002203596+0j),(-135138.73528974174+0j),(-160.38504095539489+0j),(-26.861926324111252+53.13792094192256j),84258.93991405691,-53171.57098368249,68757.60500083183,17198.818002203596,32784.85201935293,38.90964217303598,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
